common_name,month,pounds_caught,year,sci_name,commonname,classcode
blue rockfish,july,14,2001,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,july,386,2001,sebastes paucispinis,bocaccio,spau
brown rockfish,july,1,2001,sebastes auriculatus,brown rockfish,saur
copper rockfish,july,28,2001,sebastes caurinus,copper rockfish,scau
gopher rockfish,july,487,2001,sebastes carnatus,gopher rockfish,scar
grass rockfish,july,2866,2001,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,july,24,2001,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,july,79,2001,sebastes miniatus,vermilion rockfish,smin
pacific sardine,july,1319174,2001,sardinops sagax,Pacific sardine,ssag
california scorpionfish,july,25,2001,scorpaena guttata,California scorpionfish,sgut
horn shark,july,0,2001,heterodontus francisci,horn shark,hfra
california sheephead,july,6296,2001,semicossyphus pulcher,California sheephead,spul
california sheephead,july,0,2001,semicossyphus pulcher,California sheephead,spul
kelp greenling,august,0,2001,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,august,28,2001,medialuna californiensis,halfmoon,mcal
lingcod,august,740,2001,ophiodon elongatus,lingcod,oelo
opaleye,august,0,2001,girella nigricans,opaleye,gnig
bat ray,august,15,2001,myliobatis californica,batray,bray
black-and-yellow rockfish,august,64,2001,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,august,33,2001,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,august,106,2001,sebastes paucispinis,bocaccio,spau
brown rockfish,august,156,2001,sebastes auriculatus,brown rockfish,saur
copper rockfish,august,859,2001,sebastes caurinus,copper rockfish,scau
gopher rockfish,august,261,2001,sebastes carnatus,gopher rockfish,scar
grass rockfish,august,2466,2001,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,august,131,2001,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,august,170,2001,sebastes miniatus,vermilion rockfish,smin
pacific sardine,august,953774,2001,sardinops sagax,Pacific sardine,ssag
california scorpionfish,august,167,2001,scorpaena guttata,California scorpionfish,sgut
horn shark,august,0,2001,heterodontus francisci,horn shark,hfra
california sheephead,august,12480,2001,semicossyphus pulcher,California sheephead,spul
california sheephead,august,0,2001,semicossyphus pulcher,California sheephead,spul
kelp greenling,september,0,2001,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,september,0,2001,medialuna californiensis,halfmoon,mcal
lingcod,september,905,2001,ophiodon elongatus,lingcod,oelo
opaleye,september,0,2001,girella nigricans,opaleye,gnig
bat ray,september,0,2001,myliobatis californica,batray,bray
black-and-yellow rockfish,september,0,2001,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,september,24,2001,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,september,234,2001,sebastes paucispinis,bocaccio,spau
brown rockfish,september,0,2001,sebastes auriculatus,brown rockfish,saur
copper rockfish,september,624,2001,sebastes caurinus,copper rockfish,scau
gopher rockfish,september,516,2001,sebastes carnatus,gopher rockfish,scar
grass rockfish,september,2538,2001,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,september,23,2001,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,september,88,2001,sebastes miniatus,vermilion rockfish,smin
pacific sardine,september,496935,2001,sardinops sagax,Pacific sardine,ssag
california scorpionfish,september,766,2001,scorpaena guttata,California scorpionfish,sgut
horn shark,september,0,2001,heterodontus francisci,horn shark,hfra
california sheephead,september,13341,2001,semicossyphus pulcher,California sheephead,spul
california sheephead,september,0,2001,semicossyphus pulcher,California sheephead,spul
kelp greenling,october,0,2001,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,october,0,2001,medialuna californiensis,halfmoon,mcal
lingcod,october,296,2001,ophiodon elongatus,lingcod,oelo
opaleye,october,0,2001,girella nigricans,opaleye,gnig
bat ray,october,0,2001,myliobatis californica,batray,bray
black-and-yellow rockfish,october,50,2001,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,october,18,2001,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,october,18,2001,sebastes paucispinis,bocaccio,spau
brown rockfish,october,0,2001,sebastes auriculatus,brown rockfish,saur
copper rockfish,october,1105,2001,sebastes caurinus,copper rockfish,scau
gopher rockfish,october,434,2001,sebastes carnatus,gopher rockfish,scar
grass rockfish,october,1828,2001,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,october,8,2001,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,october,24,2001,sebastes miniatus,vermilion rockfish,smin
pacific sardine,october,971656,2001,sardinops sagax,Pacific sardine,ssag
california scorpionfish,october,644,2001,scorpaena guttata,California scorpionfish,sgut
horn shark,october,0,2001,heterodontus francisci,horn shark,hfra
california sheephead,october,5828,2001,semicossyphus pulcher,California sheephead,spul
california sheephead,october,0,2001,semicossyphus pulcher,California sheephead,spul
kelp greenling,november,0,2001,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,november,0,2001,medialuna californiensis,halfmoon,mcal
lingcod,november,0,2001,ophiodon elongatus,lingcod,oelo
opaleye,november,2,2001,girella nigricans,opaleye,gnig
bat ray,november,0,2001,myliobatis californica,batray,bray
black-and-yellow rockfish,november,21,2001,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,november,37,2001,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,november,0,2001,sebastes paucispinis,bocaccio,spau
brown rockfish,november,4,2001,sebastes auriculatus,brown rockfish,saur
copper rockfish,november,620,2001,sebastes caurinus,copper rockfish,scau
gopher rockfish,november,390,2001,sebastes carnatus,gopher rockfish,scar
grass rockfish,november,1683,2001,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,november,2,2001,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,november,0,2001,sebastes miniatus,vermilion rockfish,smin
pacific sardine,november,536046,2001,sardinops sagax,Pacific sardine,ssag
california scorpionfish,november,317,2001,scorpaena guttata,California scorpionfish,sgut
horn shark,november,0,2001,heterodontus francisci,horn shark,hfra
california sheephead,november,7052,2001,semicossyphus pulcher,California sheephead,spul
california sheephead,november,0,2001,semicossyphus pulcher,California sheephead,spul
kelp greenling,december,0,2001,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,december,0,2001,medialuna californiensis,halfmoon,mcal
lingcod,december,0,2001,ophiodon elongatus,lingcod,oelo
opaleye,december,0,2001,girella nigricans,opaleye,gnig
bat ray,december,0,2001,myliobatis californica,batray,bray
black-and-yellow rockfish,december,40,2001,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,december,9,2001,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,december,0,2001,sebastes paucispinis,bocaccio,spau
brown rockfish,december,0,2001,sebastes auriculatus,brown rockfish,saur
copper rockfish,december,108,2001,sebastes caurinus,copper rockfish,scau
gopher rockfish,december,74,2001,sebastes carnatus,gopher rockfish,scar
grass rockfish,december,555,2001,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,december,0,2001,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,december,0,2001,sebastes miniatus,vermilion rockfish,smin
pacific sardine,december,80698,2001,sardinops sagax,Pacific sardine,ssag
california scorpionfish,december,872,2001,scorpaena guttata,California scorpionfish,sgut
horn shark,december,0,2001,heterodontus francisci,horn shark,hfra
california sheephead,december,0,2001,semicossyphus pulcher,California sheephead,spul
california sheephead,december,0,2001,semicossyphus pulcher,California sheephead,spul
kelp greenling,january,0,2002,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,january,0,2002,medialuna californiensis,halfmoon,mcal
lingcod,january,0,2002,ophiodon elongatus,lingcod,oelo
opaleye,january,0,2002,girella nigricans,opaleye,gnig
black-and-yellow rockfish,january,0,2002,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,january,0,2002,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,january,4,2002,sebastes paucispinis,bocaccio,spau
brown rockfish,january,0,2002,sebastes auriculatus,brown rockfish,saur
copper rockfish,january,0,2002,sebastes caurinus,copper rockfish,scau
gopher rockfish,january,0,2002,sebastes carnatus,gopher rockfish,scar
grass rockfish,january,0,2002,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,january,0,2002,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,january,0,2002,sebastes miniatus,vermilion rockfish,smin
pacific sardine,january,0,2002,sardinops sagax,Pacific sardine,ssag
california scorpionfish,january,754,2002,scorpaena guttata,California scorpionfish,sgut
california sheephead,january,90,2002,semicossyphus pulcher,California sheephead,spul
black surfperch,january,0,2002,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,january,0,2002,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,february,0,2002,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,february,70,2002,medialuna californiensis,halfmoon,mcal
lingcod,february,0,2002,ophiodon elongatus,lingcod,oelo
opaleye,february,0,2002,girella nigricans,opaleye,gnig
black-and-yellow rockfish,february,0,2002,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,february,0,2002,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,february,0,2002,sebastes paucispinis,bocaccio,spau
brown rockfish,february,0,2002,sebastes auriculatus,brown rockfish,saur
copper rockfish,february,0,2002,sebastes caurinus,copper rockfish,scau
gopher rockfish,february,0,2002,sebastes carnatus,gopher rockfish,scar
grass rockfish,february,19,2002,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,february,0,2002,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,february,0,2002,sebastes miniatus,vermilion rockfish,smin
pacific sardine,february,0,2002,sardinops sagax,Pacific sardine,ssag
california scorpionfish,february,457,2002,scorpaena guttata,California scorpionfish,sgut
california sheephead,february,0,2002,semicossyphus pulcher,California sheephead,spul
black surfperch,february,0,2002,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,february,0,2002,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,march,2,2002,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,march,0,2002,medialuna californiensis,halfmoon,mcal
lingcod,march,35,2002,ophiodon elongatus,lingcod,oelo
opaleye,march,0,2002,girella nigricans,opaleye,gnig
black-and-yellow rockfish,march,4,2002,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,march,55,2002,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,march,237,2002,sebastes paucispinis,bocaccio,spau
brown rockfish,march,53,2002,sebastes auriculatus,brown rockfish,saur
copper rockfish,march,1589,2002,sebastes caurinus,copper rockfish,scau
gopher rockfish,march,486,2002,sebastes carnatus,gopher rockfish,scar
grass rockfish,march,3579,2002,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,march,61,2002,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,march,159,2002,sebastes miniatus,vermilion rockfish,smin
pacific sardine,march,34,2002,sardinops sagax,Pacific sardine,ssag
california scorpionfish,march,3552,2002,scorpaena guttata,California scorpionfish,sgut
california sheephead,march,10041,2002,semicossyphus pulcher,California sheephead,spul
black surfperch,march,0,2002,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,march,0,2002,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,april,0,2002,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,april,0,2002,medialuna californiensis,halfmoon,mcal
lingcod,april,0,2002,ophiodon elongatus,lingcod,oelo
opaleye,april,32,2002,girella nigricans,opaleye,gnig
black-and-yellow rockfish,april,3,2002,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,april,41,2002,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,april,286,2002,sebastes paucispinis,bocaccio,spau
brown rockfish,april,36,2002,sebastes auriculatus,brown rockfish,saur
copper rockfish,april,581,2002,sebastes caurinus,copper rockfish,scau
gopher rockfish,april,275,2002,sebastes carnatus,gopher rockfish,scar
grass rockfish,april,2967,2002,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,april,32,2002,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,april,518,2002,sebastes miniatus,vermilion rockfish,smin
pacific sardine,april,606931,2002,sardinops sagax,Pacific sardine,ssag
california scorpionfish,april,5083,2002,scorpaena guttata,California scorpionfish,sgut
california sheephead,april,10613,2002,semicossyphus pulcher,California sheephead,spul
black surfperch,april,2,2002,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,april,0,2002,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,may,2,2002,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,may,44,2002,medialuna californiensis,halfmoon,mcal
lingcod,may,221,2002,ophiodon elongatus,lingcod,oelo
opaleye,may,1,2002,girella nigricans,opaleye,gnig
black-and-yellow rockfish,may,20,2002,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,may,162,2002,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,may,112,2002,sebastes paucispinis,bocaccio,spau
brown rockfish,may,2,2002,sebastes auriculatus,brown rockfish,saur
copper rockfish,may,486,2002,sebastes caurinus,copper rockfish,scau
gopher rockfish,may,257,2002,sebastes carnatus,gopher rockfish,scar
grass rockfish,may,1964,2002,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,may,10,2002,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,may,111,2002,sebastes miniatus,vermilion rockfish,smin
pacific sardine,may,13959,2002,sardinops sagax,Pacific sardine,ssag
california scorpionfish,may,684,2002,scorpaena guttata,California scorpionfish,sgut
california sheephead,may,7933,2002,semicossyphus pulcher,California sheephead,spul
black surfperch,may,0,2002,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,may,0,2002,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,june,2,2002,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,june,5,2002,medialuna californiensis,halfmoon,mcal
lingcod,june,1016,2002,ophiodon elongatus,lingcod,oelo
opaleye,june,2,2002,girella nigricans,opaleye,gnig
black-and-yellow rockfish,june,35,2002,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,june,379,2002,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,june,271,2002,sebastes paucispinis,bocaccio,spau
brown rockfish,june,23,2002,sebastes auriculatus,brown rockfish,saur
copper rockfish,june,831,2002,sebastes caurinus,copper rockfish,scau
gopher rockfish,june,767,2002,sebastes carnatus,gopher rockfish,scar
grass rockfish,june,2193,2002,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,june,19,2002,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,june,342,2002,sebastes miniatus,vermilion rockfish,smin
pacific sardine,june,439049,2002,sardinops sagax,Pacific sardine,ssag
california scorpionfish,june,89,2002,scorpaena guttata,California scorpionfish,sgut
california sheephead,june,8363,2002,semicossyphus pulcher,California sheephead,spul
black surfperch,june,0,2002,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,june,1,2002,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,july,0,2002,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,july,2,2002,medialuna californiensis,halfmoon,mcal
lingcod,july,1256,2002,ophiodon elongatus,lingcod,oelo
opaleye,july,0,2002,girella nigricans,opaleye,gnig
black-and-yellow rockfish,july,136,2002,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,july,44,2002,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,july,0,2002,sebastes paucispinis,bocaccio,spau
brown rockfish,july,1,2002,sebastes auriculatus,brown rockfish,saur
copper rockfish,july,1539,2002,sebastes caurinus,copper rockfish,scau
gopher rockfish,july,273,2002,sebastes carnatus,gopher rockfish,scar
grass rockfish,july,2444,2002,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,july,82,2002,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,july,0,2002,sebastes miniatus,vermilion rockfish,smin
pacific sardine,july,1919400,2002,sardinops sagax,Pacific sardine,ssag
california scorpionfish,july,112,2002,scorpaena guttata,California scorpionfish,sgut
california sheephead,july,9659,2002,semicossyphus pulcher,California sheephead,spul
black surfperch,july,0,2002,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,july,2,2002,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,august,0,2002,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,august,51,2002,medialuna californiensis,halfmoon,mcal
lingcod,august,470,2002,ophiodon elongatus,lingcod,oelo
opaleye,august,0,2002,girella nigricans,opaleye,gnig
